Code HS6,Label HS6
293372,Clobazam [DCI] et méthyprylone [DCI]
293379,"Lactames (à l'excl. du 6-hexanelactame [epsilon-caprolactame], du clobazam [DCI], du méthyprylone [DCI] ainsi que des composés inorganiques ou organiques du mercure)"
293391,"Alprazolam [DCI], camazépam [DCI], chlordiazépoxide [DCI], clonazépam [DCI], clorazépate, délorazépam [DCI], diazépam [DCI], estazolam [DCI], fludiazépam [DCI], flunitrazépam [DCI], flurazépam [DCI], halazépam [DCI], loflazépate d'éthyle [DCI], lorazépam [DCI], lormétazépam [DCI], mazindol [DCI], médazépam [DCI], midazolam [DCI], nimétazépam [DCI], nitrazépam [DCI], nordazépam [DCI], oxazépam [DCI], pinazépam [DCI], prazépam [DCI], pyrovalérone [DCI], témazépam [DCI], tetrazépam [DCI] et triazolam [DCI], et leurs sels"
293392,Azinphos-méthyl «ISO»
293399,"Composés hétérocycliques à hétéroatome(s) d’azote exclusivement (à l’exclusion des composés comportant une structure à cycles quinoléine ou isoquinoléine, hydrogénés ou non, sans autres condensations ainsi que des composés dont la structure comporte un cycle pyrazole, imidazole, pyridine, triazine, pyrimidine ou pipérazine, hydrogéné ou non, mais non-condensé et des lactames, de l’alprazolam «DCI», du camazépam «DCI», du chlordiazépoxide «DCI», du clonazépam «DCI», du clorazépate, du délorazépam «DCI», du diazépam «DCI», de l’estazolam «DCI», du fludiazépam «DCI», du flunitrazépam «DCI», du flurazépam «DCI», de l’halazépam «DCI», du loflazépate d’éthyle «DCI», du lorazépam «DCI», du lormétazépam «DCI», du mazindol «DCI», du médazépam «DCI», du midazolam «DCI», du nimétazépam «DCI», du nitrazépam «DCI», du nordazépam «DCI», de l’oxazépam «DCI», du pinazépam «DCI», du prazépam «DCI», du pyrovalérone «DCI», du témazépam «DCI», du tétrazépam «DCI» et du triazolam «DCI», des sels de ces produits et de l’azinphos-méthyl «ISO»)"
2934,"Acides nucléiques et leurs sels, de constitution chimique définie ou non; composés hétérocycliques (à l'excl. des composés à hétéroatome[s] d'oxygène exclusivement ou à hétéroatome[s] d'azote exclusivement)"
293410,"Composés hétérocycliques dont la structure comporte un cycle thiazole, hydrogéné ou non, non condensé"
293420,"Composés hétérocycliques comportant une structure à cycles benzothiazole, hydrogénés ou non, sans autres condensations (à l'excl. des composés inorganiques ou organiques du mercure)"
293430,"Composés hétérocycliques comportant une structure à cycles phénothiazine, hydrogénés ou non, sans autres condensations"
293491,"Aminorex [DCI], brotizolam [DCI], clotiazépam [DCI], cloxazolam [DCI], dextromoramide [DCI], haloxazolam [DCI], kétazolam [DCI], mésocarb [DCI], oxazolam [DCI], pémoline [DCI], phendimétrazine [DCI], phenmétrazine [DCI] et sufentanil [DCI] ainsi que leurs sels"
293492,"Fentanyls et leurs dérivés [à l’exclusion des produits à hétéroatome(s) d’azote exclusivement, et des produits du nº 2934.91]"
293499,"Acides nucléiques et leurs sels, de constitution chimique définie ou non; composés hétérocycliques [à l’exclusion des composés à hétératome(s) d’oxygène exclusivement ou des composés à hétératome(s) d’azote exclusivement, des composés dont la structure comporte des cycles thiazole, benzothiazole ou phénothiazine, sans autres condensations, de l’aminorex (DCI), du brotizolam (DCI), du clotiazépam (DCI), du cloxazolam (DCI), du dextromoramide (DCI), de l’haloxazolam (DCI), du kétazolam (DCI), du mésocarb (DCI), de l’oxazolam (DCI), du pémoline (DCI), du phendimétrazine (DCI), du phenmétrazine (DCI), du sufentanil (DCI) et de leurs sels, ainsi que des autres fentanyls et de leurs dérivés, et des composés inorganiques ou organiques du mercure, de constitution chimique définie ou non, et des produits du nº 3002 10]"
2935,Sulfonamides
293510,N-méthylperfluorooctane sulfonamide
293520,N-éthylperfluorooctane sulfonamide
293530,N-éthyl-N-(2-hydroxyéthyl) perfluorooctane sulfonamide
293540,N-(2-hydroxyéthyl)-N-méthylperfluorooctane sulfonamide
293550,"Perfluorooctane sulfonamides [à l’exclusion du N-méthylperfluorooctane sulfonamide, du N-éthylperfluorooctane sulfonamide, du N-éthyl-N-(2-hydroxyéthyl) perfluorooctane sulfonamide et du N-(2-hydroxyéthyl)-N-méthylperfluorooctane sulfonamide]"
293590,Sulfonamides (à l’exclusion des perfluorooctane sulfonamides)
2936,"Provitamines et vitamines, naturelles ou reproduites par synthèse, y.c. les concentrats naturels, ainsi que leurs dérivés utilisés principalement en tant que vitamines, mélangés ou non entre eux, même en solutions quelconques"
293621,Vitamines A et leurs dérivés utilisés principalement en tant que vitamines
293622,Vitamine B1 et ses dérivés utilisés principalement en tant que vitamines
293623,Vitamine B2 et ses dérivés utilisés principalement en tant que vitamines
293624,Acide D- ou DL-pantothénique [vitamine B3 ou vitamine B5] et ses dérivés utilisés principalement en tant que vitamines
293625,Vitamine B6 et ses dérivés utilisés principalement en tant que vitamines
293626,Vitamine B12 et ses dérivés utilisés principalement en tant que vitamines
293627,Vitamine C et ses dérivés utilisés principalement en tant que vitamines
293628,Vitamine E et ses dérivés utilisés principalement en tant que vitamines
293629,"Vitamines et leurs dérivés utilisés principalement en tant que vitamines, non mélangés (à l'excl. des vitamines A, B1, B2, B3, B5, B6, B12, C et E ainsi que des dérivés de ces vitamines)"
293690,"Provitamines et mélanges de vitamines, de provitamines ou de concentrats, même en solutions quelconques ainsi que des concentrats naturels"
2937,"Hormones, prostaglandines, thromboxanes et leucotriènes, naturels ou reproduits par synthèse; leurs dérivés et analogues structurels, y.c. les polypeptides à chaîne modifiée, utilisés principalement comme hormones"
293711,"Somatropine, ses dérivés et analogues structurels, utilisés principalement comme hormones"
293712,"Insuline et ses sels, utilisés principalement comme hormones"
293719,"Hormones polypeptidiques, hormones protéiques et hormones glycoprotéiques, leurs dérivés et analogues structurels, utilisés principalement comme hormones (à l'excl. de la somatropine, de ses dérivés et analogues structurels et de l'insuline et de ses sels)"
293721,"Cortisone, hydrocortisone, prednisone [déhydrocortisone] et prednisolone [déhydrohydrocortisone]"
293722,Dérivés halogénés des hormones corticostéroïdes
293723,Oestrogènes et progestogènes
293729,"Hormones stéroïdes, leurs dérivés et analogues structurels, utilisés principalement comme hormones (à l'excl. de la cortisone, de l'hydrocortisone, de la prednisone [déhydrocortisone], de la prednisolone [déhydrohydrocortisone], des dérivés halogénés des hormones corticostéroïdes, oestrogènes et progestogènes)"
293750,"Prostaglandines, thromboxanes et leucotriènes, leurs dérivés et analogues structurels, utilisés principalement comme hormones"
293790,"Hormones naturelles ou reproduites par synthèse; leurs dérivés et analogues structurels, utilisés principalement comme hormones (à l’excl. des hormones polypeptidiques, protéiques, glycoprotéiques, stéroïdes, des hormones de la catécholamine, des prostaglandines, des thromboxanes et des leucotriènes, de leurs dérivés et analogues structurels ainsi que des dérivés des amino-acides, ainsi que des produits du n° 300210)"
2938,"Hétérosides, naturels ou reproduits par synthèse, leurs sels, leurs éthers, leurs esters et autres dérivés"
293810,Rutoside [rutine] et ses dérivés
293890,"Hétérosides, naturels ou reproduits par synthèse, leurs sels, leurs éthers, leurs esters et autres dérivés (à l'excl. du rutoside [rutine] et de ses dérivés)"
2939,"Alcaloïdes, naturels ou reproduits par synthèse, leurs sels, leurs éthers, leurs esters et autres dérivés"
293911,"Concentrés de paille de pavot; buprénorphine [DCI], codéine, dihydrocodéine [DCI], éthylmorphine, étorphine [DCI], héroïne, hydrocodone [DCI], hydromorphone [DCI], morphine, nicomorphine [DCI], oxycodone [DCI], oxymorphone [DCI], pholcodine [DCI], thébacone [DCI] et thébaïne ainsi que leurs sels"
293919,"Alcaloïdes de l'opium et leurs dérivés; sels de ces produits (à l'excl. des concentrés de paille de pavot, du buprénorphine [DCI], du codéine, du dihydrocodéine [DCI], de l'éthylmorphine, de l'étorphine [DCI], du héroïne, du hydrocodone [DCI], du hydromorphone [DCI], de la morphine, de la nicomorphine [DCI], de l'oxycodone [DCI], de l'oxymorphone [DCI], du pholcodine [DCI], du thébacone [DCI] et du thébaïne ainsi que leurs sels)"
293920,Alcaloïdes du quinquina et leurs dérivés; sels de ces produits
293930,Caféine et ses sels
293941,Ephédrine et ses sels
293942,Pseudoéphédrine [DCI] et ses sels
293943,Cathine [DCI] et ses sels
293944,Noréphédrine et ses sels
293945,"Lévométamfétamine, métamfétamine (DCI), racémate de métamfétamine et leurs sels"
293949,"Alcaloïdes de l’ephedra et leurs dérivés; sels de ces produits [à l’excl. de l’éphédrine, de la pseudoéphédrine (DCI), de la cathine (DCI), de la noréphédrine, de la lévométamfétamine, de la métamfétamine (DCI), du racémate de métamfétamine et de leurs sels]"
293951,Fénétylline [DCI] et ses sels
293959,Théophylline et aminophylline [théophylline-éthylènediamine] et leurs dérivés; sels de ces produits (à l'excl. du fénétylline [DCI] et de ses sels)
293961,Ergométrine [DCI] et ses sels
293962,Ergotamine [DCI] et ses sels
293963,Acide lysergique et ses sels
293969,"Alcaloïdes de l'ergot de seigle et leurs dérivés; sels de ces produits (à l'excl. de l'ergotamine, de l'ergométrine ou de l'acide lysergique, et de leurs sels)"
293972,"Cocaïne, ecgonine; sels, esters et autres dérivés de ces produits"
293979,"Alcaloïdes végétaux, naturels ou reproduits par synthèse, leurs sels, leurs éthers, leurs esters et autres dérivés [à l’exclusion de la théophylline, de l’aminophylline (théophylline-éthylènediamine), des alcaloïdes de l’opium, du quinquina ou de l’ergot de seigle et de leurs sels et dérivés, ainsi que de la lévométamfétamine, de la métamfétamine (DCI), du racémate de métamfétamine et leurs sels, esters et autres dérivés, de la caféine, des éphédrines et de leurs sels, de la cocaïne, de l’ecgonine et de leurs sels, esters et autres dérivés]"
293980,"Alcaloïdes non végétaux, naturels ou reproduits par synthèse, leurs sels, leurs éthers, leurs esters et autres dérivés"
2940,"Sucres chimiquement purs (à l'excl. du saccharose, du lactose, du maltose, du glucose et du fructose [lévulose]); éthers, acétals et esters de sucres et leurs sels (à l'excl. des provitamines, des vitamines, des hormones, des hétérosides et des alcaloïdes végétaux, naturels ou reproduits par synthèse, ainsi que de leurs sels, éthers, esters et autres dérivés)"
2941,Antibiotiques
294110,"Pénicillines et leurs dérivés, à structure d'acide pénicillanique; sels de ces produits"
294120,Streptomycines et leurs dérivés; sels de ces produits
294130,Tétracyclines et leurs dérivés; sels de ces produits
294140,Chloramphénicol et ses dérivés; sels de ces produits
294150,Erythromycine et ses dérivés; sels de ces produits
294190,"Antibiotiques (à l'excl. des pénicillines et de leurs dérivés à structure d'acide pénicillanique, des streptomycines, des tétracyclines, du chloramphénicol, de l'érythromycine, de leurs dérivés et des sels de tous ces produits)"
2942,"Composés organiques de constitution chimique définie présentés isolément, n.d.a."
3001,"Glandes et autres organes à usages opothérapiques, à l'état desséché, même pulvérisés; extraits, à usages opothérapiques, de glandes ou d'autres organes ou de leurs sécrétions; héparine et ses sels; autres substances humaines ou animales préparées à des fins thérapeutiques ou prophylactiques, n.d.a."
300120,"Extraits, à usages opothérapiques, de glandes ou d'autres organes ou de leurs sécrétions"
300190,"Glandes et autres organes, à usages opothérapiques, à l'état desséché, même pulvérisés; héparine et ses sels; autres substances humaines ou animales préparées à des fins thérapeutiques ou prophylactiques, n.d.a."
3002,"Sang humain; sang animal préparé en vue d’usages thérapeutiques, prophylactiques ou diagnostiques; antisérums, autres fractions du sang et produits immunologiques, même modifiés ou obtenus par voie biotechnologique; vaccins, toxines, cultures de micro-organismes (à l’exclusion des levures) et produits similaires; cultures de cellules, même modifiées"
300212,Antisérums et autres fractions du sang
300213,"Produits immunologiques, non mélangés, ni présentés sous forme de doses, ni conditionnés pour la vente au détail (à l’exclusion des réactifs de diagnostic)"
300214,"Produits immunologiques, mélangés, ni présentés sous forme de doses, ni conditionnés pour la vente au détail (à l’exclusion des réactifs de diagnostic)"
300215,"Produits immunologiques, présentés sous forme de doses ou conditionnés pour la vente au détail (à l’exclusion des réactifs de diagnostic)"
300241,Vaccins pour la médecine humaine
300242,Vaccins pour la médecine vétérinaire
300249,"Toxines, cultures de micro-organismes et produits similaires, par exemple plasmodes (à l’exclusion des levures et vaccins)"
300251,Produits de thérapie cellulaire
300259,"Cultures de cellules, même modifiées (à l’exclusion des produits de thérapie cellulaire)"
300290,"Sang humain; sang animal préparé en vue d’usages thérapeutiques, prophylactiques ou diagnostiques"
3003,"Médicaments (à l'excl. des produits des n° 3002, 3005 ou 3006) constitués par des produits mélangés entre eux, préparés à des fins thérapeutiques ou prophylactiques, mais ni présentés sous forme de doses, ni conditionnés pour la vente au détail"
300310,"Médicaments contenant des pénicillines ou des dérivés de ces produits, à structure d'acide pénicillanique, ou des streptomycines ou des dérivés de ces produits, non présentés sous forme de doses, ni conditionnés pour la vente au détail"
300320,"Médicaments contenant des antibiotiques, non présentés sous forme de doses, ni conditionnés pour la vente au détail (à l'excl. des médicaments contenant des pénicillines ou des dérivés de ces produits, à structure d'acide pénicillanique, ou des streptomycines ou des dérivés de ces produits)"
300331,"Médicaments contenant de l'insuline, non présentés sous forme de doses, ni conditionnés pour la vente au détail"
300339,"Médicaments contenant des hormones ou des stéroïdes utilisés comme hormones, mais ne contenant pas d'antibiotiques, non présentés sous forme de doses, ni conditionnés pour la vente au détail (à l'excl. des médicaments contenant de l'insuline)"
